ticker,rule,engine,execution_assumption,strategy_contract_version,rule_fingerprint,strategy_fingerprint,cost_assumption_source,vectorbt_total_return_pct,vectorbt_max_drawdown_pct,vectorbt_sharpe,vectorbt_final_value,vectorbt_trade_count,vectorbt_closed_trade_count,vectorbt_open_trade_count,raw_entry_signal_count,shifted_entry_signal_count,executed_entry_count,raw_exit_signal_count,shifted_exit_signal_count,executed_exit_count,data_source,market_timezone,report_generated_at_utc,data_timestamp,price_frequency,price_adjustment_policy,price_basis
AAPL,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,516.93,-26.52,0.823,61693.24,139.0,139.0,0.0,139,139,139.0,2058,2058,139.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AAPL,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,590.06,-34.75,0.734,69006.35,132.0,131.0,1.0,132,132,132.0,1831,1831,131.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AAPL,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,1876.28,-27.74,1.094,197628.01,148.0,147.0,1.0,1749,1748,148.0,2127,2127,147.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AAPL,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,20.57,-13.87,0.333,12057.48,1.0,1.0,0.0,38,38,1.0,2058,2058,1.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AAPL,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,17.67,-13.87,0.286,11767.44,2.0,2.0,0.0,10,10,2.0,2058,2058,2.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AAPL,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,8.59,-21.68,0.11,10859.12,30.0,29.0,1.0,236,236,30.0,2871,2871,29.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMD,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,51.5,-76.79,0.239,15149.79,107.0,107.0,0.0,108,107,107.0,2527,2527,107.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMD,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,1794.87,-64.06,0.696,189486.86,94.0,93.0,1.0,94,94,94.0,2549,2549,93.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMD,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,1115.27,-72.9,0.63,121526.85,144.0,144.0,0.0,1590,1589,144.0,2570,2570,144.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMD,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,237.05,-33.18,0.566,33705.02,17.0,17.0,0.0,110,110,17.0,2527,2527,17.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMD,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,166.52,-38.43,0.481,26652.04,19.0,19.0,0.0,40,40,19.0,2527,2527,19.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMD,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-24.39,-54.93,-0.037,7561.02,39.0,39.0,0.0,235,235,39.0,3000,3000,39.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMZN,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,221.51,-31.28,0.468,32150.82,152.0,152.0,0.0,152,152,152.0,2211,2211,152.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMZN,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,1344.33,-37.8,0.817,144432.94,114.0,114.0,0.0,114,114,114.0,1922,1921,114.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMZN,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,222.9,-49.54,0.425,32290.41,158.0,158.0,0.0,1694,1694,158.0,2239,2239,158.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMZN,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-12.29,-32.8,-0.119,8771.48,9.0,9.0,0.0,45,45,9.0,2211,2211,9.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMZN,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,7.16,-18.69,0.129,10716.49,10.0,10.0,0.0,18,18,10.0,2211,2211,10.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AMZN,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-11.89,-34.65,-0.037,8811.07,29.0,28.0,1.0,251,251,29.0,2677,2677,28.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
ASML,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,227.93,-38.88,0.473,32793.26,130.0,130.0,0.0,130,130,130.0,2171,2170,130.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
ASML,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,1330.57,-45.19,0.804,143056.94,133.0,132.0,1.0,133,133,133.0,1988,1988,132.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
ASML,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,764.25,-36.7,0.706,86425.27,127.0,127.0,0.0,1456,1456,127.0,2203,2202,127.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
ASML,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-2.27,-13.48,-0.023,9773.16,2.0,2.0,0.0,47,47,2.0,2171,2170,2.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
ASML,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,46.86,-9.49,0.429,14686.4,6.0,6.0,0.0,26,26,6.0,2171,2170,6.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
ASML,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-7.16,-43.29,-0.001,9284.26,36.0,36.0,0.0,229,229,36.0,2566,2565,36.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AVGO,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,39.05,-39.98,0.238,13904.97,132.0,132.0,0.0,132,132,132.0,1588,1588,132.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AVGO,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,333.13,-48.32,0.553,43313.17,148.0,148.0,0.0,148,148,148.0,1344,1343,148.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AVGO,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,280.75,-36.44,0.593,38075.2,111.0,111.0,0.0,1178,1178,111.0,1605,1605,111.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AVGO,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,3.93,-9.48,0.102,10392.87,4.0,4.0,0.0,31,31,4.0,1588,1588,4.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AVGO,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-0.56,-10.64,0.002,9944.26,3.0,3.0,0.0,13,13,3.0,1588,1588,3.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
AVGO,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,127.89,-17.61,0.579,22788.65,23.0,23.0,0.0,141,141,23.0,1936,1936,23.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CEG,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,28.89,-25.83,0.461,12889.04,27.0,27.0,0.0,27,27,27.0,441,440,27.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CEG,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,105.33,-27.05,0.829,20533.1,29.0,29.0,0.0,29,29,29.0,427,426,29.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CEG,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,85.84,-27.4,0.751,18584.2,39.0,39.0,0.0,341,341,39.0,457,456,39.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CEG,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,13.85,-22.8,0.4,11384.89,5.0,5.0,0.0,24,24,5.0,441,440,5.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CEG,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-3.78,-14.21,-0.09,9621.82,4.0,4.0,0.0,10,10,4.0,441,440,4.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CEG,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-15.38,-28.29,-0.314,8462.5,10.0,10.0,0.0,55,54,10.0,570,569,10.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-09,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CRWD,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-19.03,-52.77,-0.067,8097.23,38.0,37.0,1.0,38,38,38.0,705,705,37.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CRWD,ma50_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,117.95,-42.81,0.673,21795.46,30.0,30.0,0.0,30,30,30.0,653,653,30.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CRWD,momentum_leader,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,149.14,-55.62,0.694,24914.46,58.0,57.0,1.0,652,651,58.0,733,733,57.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CRWD,pullback_reclaim_5dma,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,28.77,-24.33,0.399,12877.41,8.0,8.0,0.0,37,37,8.0,705,705,8.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CRWD,relative_strength_rebound,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,3.25,-12.25,0.116,10325.34,7.0,7.0,0.0,11,11,7.0,705,705,7.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
CRWD,rsi_oversold_reclaim_40,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,-8.04,-21.17,-0.099,9196.04,12.0,12.0,0.0,76,76,12.0,873,873,12.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
GLD,ma20_reclaim_bullish,vectorbt,end-of-day signal executed at the next trading bar close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,123.15,-19.51,0.491,22315.16,164.0,164.0,0.0,164,164,164.0,2379,2378,164.0,Tiingo daily local CSV cache,America/New_York,2026-07-14T00:59:15.835158+00:00,2026-07-13,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,adjusted
