ticker,strategy,engine,strategy_contract,strategy_contract_version,rule_fingerprint,strategy_fingerprint,cost_assumption_source,execution_assumption,tested_entry_rule,tested_risk_rule,raw_signal_count,effective_samples,closed_trade_count,sample_count,trade_count,executed_entry_count,open_position_count,lookback_start,lookback_end,forward_horizon,valid,min_sample_required,description,strategy_total_return,strategy_cagr,strategy_sharpe,strategy_max_drawdown,strategy_worst_day,strategy_best_day,buy_hold_return_same_window,alpha_vs_buy_hold,trade_win_rate,avg_trade_return,median_trade_return,worst_trade_return,best_trade_return,latest_entry_signal_active,latest_exit_signal_active,latest_position_active,reason,data_source,market_timezone,report_generated_at_utc,price_frequency,price_adjustment_policy,data_timestamp,price_basis
ARKK,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,8,5,5,5,5,5,0,2014-10-31,2026-07-07,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,0.0553,0.0046,0.1114,-0.1513,-0.0702,0.0658,3.4048,-3.3495,0.6,0.012,0.038,-0.0703,0.0525,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-07,adjusted
ZS,pullback_reclaim_5dma,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,pullback_reclaim_5dma,close_below_ma20,40,5,5,5,5,5,0,2018-03-16,2026-07-09,next_close_to_next_close_after_exit_signal,False,20,Five-day pullback reclaims the 5-day average.,-0.0136,-0.0017,-0.0048,-0.1284,-0.0689,0.0768,3.4582,-3.4718,0.6,-0.0005,0.0051,-0.0811,0.0756,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
ZS,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,13,4,4,4,4,4,0,2018-03-16,2026-07-09,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,-0.076,-0.0095,-0.1777,-0.1284,-0.0689,0.0768,3.4582,-3.5342,0.5,-0.0176,-0.0324,-0.0811,0.0756,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
ARM,ma50_reclaim_bullish,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,ma50_reclaim_bullish,close_below_ma50,9,9,9,9,9,9,0,2023-09-14,2026-07-14,next_close_to_next_close_after_exit_signal,False,20,Price reclaims MA50 while remaining above MA200.,-0.3779,-0.1554,-0.5848,-0.4515,-0.1019,0.1593,3.4216,-3.7995,0.1111,-0.0504,-0.052,-0.1325,0.0155,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
USMV,momentum_leader,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,momentum_leader,close_below_ma20_or_rsi_above_82,70,16,16,16,16,16,0,2011-10-20,2026-07-14,next_close_to_next_close_after_exit_signal,False,20,Positive 20-day momentum and relative strength without extreme RSI.,0.1882,0.0118,0.4013,-0.0572,-0.024,0.0353,4.0383,-3.8501,0.75,0.011,0.0072,-0.0288,0.0493,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
CEG,pullback_reclaim_5dma,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,pullback_reclaim_5dma,close_below_ma20,24,5,5,5,5,5,0,2022-02-02,2026-07-14,next_close_to_next_close_after_exit_signal,False,20,Five-day pullback reclaims the 5-day average.,0.1385,0.0298,0.3318,-0.228,-0.0543,0.0554,4.0173,-3.8788,0.6,0.0329,0.0046,-0.0948,0.2504,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
USMV,pullback_reclaim_5dma,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,pullback_reclaim_5dma,close_below_ma20,4,0,0,0,0,0,0,2011-10-20,2026-07-14,next_close_to_next_close_after_exit_signal,False,20,Five-day pullback reclaims the 5-day average.,0.0,0.0,,0.0,0.0,0.0,4.0383,-4.0383,,,,,,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
USMV,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,3,0,0,0,0,0,0,2011-10-20,2026-07-14,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,0.0,0.0,,0.0,0.0,0.0,4.0383,-4.0383,,,,,,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
CEG,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,10,4,4,4,4,4,0,2022-02-02,2026-07-14,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,-0.0378,-0.0087,-0.0751,-0.1421,-0.0543,0.0663,4.0173,-4.0551,0.5,-0.0073,0.0021,-0.0948,0.0615,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
USMV,rsi_oversold_reclaim_40,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,rsi_oversold_reclaim_40,close_below_ma20_or_rsi_above_70,142,19,19,19,19,19,0,2011-10-20,2026-07-14,next_close_to_next_close_after_exit_signal,False,20,RSI recovers through 40 after an oversold reading while price is above MA5.,-0.0175,-0.0012,-0.0371,-0.1446,-0.0203,0.0168,4.0383,-4.0558,0.5263,-0.0007,0.0005,-0.0554,0.0421,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
CEG,rsi_oversold_reclaim_40,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,rsi_oversold_reclaim_40,close_below_ma20_or_rsi_above_70,56,10,10,10,10,10,0,2022-02-02,2026-07-14,next_close_to_next_close_after_exit_signal,False,20,RSI recovers through 40 after an oversold reading while price is above MA5.,-0.1538,-0.0371,-0.261,-0.2829,-0.1023,0.0715,4.0173,-4.1711,0.3,-0.0143,-0.0133,-0.1034,0.1563,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-14,adjusted
XLE,pullback_reclaim_5dma,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,pullback_reclaim_5dma,close_below_ma20,23,3,3,3,3,3,0,2005-01-03,2026-07-09,next_close_to_next_close_after_exit_signal,False,20,Five-day pullback reclaims the 5-day average.,-0.0017,-0.0001,0.011,-0.0916,-0.035,0.0545,4.7736,-4.7753,0.6667,-0.0005,0.0043,-0.0159,0.0101,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
VYM,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,4,0,0,0,0,0,0,2006-11-16,2026-07-09,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,0.0,0.0,,0.0,0.0,0.0,4.8002,-4.8002,,,,,,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
VYM,pullback_reclaim_5dma,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,pullback_reclaim_5dma,close_below_ma20,7,1,1,1,1,1,0,2006-11-16,2026-07-09,next_close_to_next_close_after_exit_signal,False,20,Five-day pullback reclaims the 5-day average.,-0.0005,-0.0,-0.0844,-0.0011,-0.0011,0.0006,4.8002,-4.8007,0.0,-0.0005,-0.0005,-0.0005,-0.0005,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
XLE,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,11,4,4,4,4,4,0,2005-01-03,2026-07-09,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,-0.0418,-0.002,-0.0514,-0.0916,-0.0465,0.0545,4.7736,-4.8154,0.5,-0.0105,-0.0058,-0.0369,0.0067,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
ASTS,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,24,9,9,9,9,9,0,2019-11-01,2026-07-13,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,0.9986,0.1095,0.4482,-0.4334,-0.2716,0.507,5.9171,-4.9185,0.4444,0.133,-0.004,-0.1136,1.3206,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
ASTS,pullback_reclaim_5dma,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,pullback_reclaim_5dma,close_below_ma20,53,10,10,10,10,10,0,2019-11-01,2026-07-13,next_close_to_next_close_after_exit_signal,False,20,Five-day pullback reclaims the 5-day average.,0.851,0.0968,0.4184,-0.4334,-0.2716,0.507,5.9171,-5.0661,0.4,0.1123,-0.0121,-0.1136,1.3206,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
ASTS,rsi_oversold_reclaim_40,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,rsi_oversold_reclaim_40,close_below_ma20_or_rsi_above_70,58,11,11,11,11,11,0,2019-11-01,2026-07-13,next_close_to_next_close_after_exit_signal,False,20,RSI recovers through 40 after an oversold reading while price is above MA5.,0.6788,0.0809,0.3976,-0.3603,-0.1568,0.5137,5.9171,-5.2383,0.7273,0.0596,0.0231,-0.1558,0.3842,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
XLP,pullback_reclaim_5dma,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,pullback_reclaim_5dma,close_below_ma20,3,0,0,0,0,0,0,2005-01-03,2026-07-10,next_close_to_next_close_after_exit_signal,False,20,Five-day pullback reclaims the 5-day average.,0.0,0.0,,0.0,0.0,0.0,5.3553,-5.3553,,,,,,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-10,adjusted
XLP,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,4,0,0,0,0,0,0,2005-01-03,2026-07-10,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,0.0,0.0,,0.0,0.0,0.0,5.3553,-5.3553,,,,,,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-10,adjusted
APP,rsi_oversold_reclaim_40,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,rsi_oversold_reclaim_40,close_below_ma20_or_rsi_above_70,55,12,12,12,12,12,0,2021-04-15,2026-07-13,next_close_to_next_close_after_exit_signal,False,20,RSI recovers through 40 after an oversold reading while price is above MA5.,0.383,0.0641,0.4895,-0.3337,-0.0963,0.0847,5.7922,-5.4092,0.6667,0.0364,0.0174,-0.1488,0.3626,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
OKTA,pullback_reclaim_5dma,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,pullback_reclaim_5dma,close_below_ma20,51,12,12,12,12,12,0,2017-04-07,2026-07-09,next_close_to_next_close_after_exit_signal,False,20,Five-day pullback reclaims the 5-day average.,-0.1132,-0.0129,-0.0888,-0.2328,-0.1566,0.0755,5.3309,-5.4441,0.5,-0.007,0.0005,-0.1733,0.1099,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
OKTA,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,23,10,10,10,10,10,0,2017-04-07,2026-07-09,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,-0.1642,-0.0193,-0.1914,-0.2539,-0.1566,0.0755,5.3309,-5.4951,0.6,-0.015,0.0037,-0.1733,0.0744,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
RKLB,rsi_oversold_reclaim_40,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,rsi_oversold_reclaim_40,close_below_ma20_or_rsi_above_70,49,8,8,8,8,8,0,2021-08-24,2026-07-10,next_close_to_next_close_after_exit_signal,False,20,RSI recovers through 40 after an oversold reading while price is above MA5.,0.4832,0.0846,0.7295,-0.1509,-0.0849,0.1045,6.0043,-5.5211,0.625,0.0574,0.0407,-0.1193,0.2509,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-10,adjusted
DDOG,rsi_oversold_reclaim_40,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,rsi_oversold_reclaim_40,close_below_ma20_or_rsi_above_70,97,14,14,14,14,14,0,2019-09-19,2026-07-13,next_close_to_next_close_after_exit_signal,False,20,RSI recovers through 40 after an oversold reading while price is above MA5.,0.2614,0.0348,0.3357,-0.1647,-0.0881,0.1228,5.9305,-5.6691,0.5,0.0208,0.0145,-0.1123,0.1778,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
XLU,pullback_reclaim_5dma,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,pullback_reclaim_5dma,close_below_ma20,10,0,0,0,0,0,0,2005-01-03,2026-07-10,next_close_to_next_close_after_exit_signal,False,20,Five-day pullback reclaims the 5-day average.,0.0,0.0,,0.0,0.0,0.0,5.901,-5.901,,,,,,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-10,adjusted
XLU,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,5,0,0,0,0,0,0,2005-01-03,2026-07-10,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,0.0,0.0,,0.0,0.0,0.0,5.901,-5.901,,,,,,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-10,adjusted
OKTA,rsi_oversold_reclaim_40,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,rsi_oversold_reclaim_40,close_below_ma20_or_rsi_above_70,101,18,18,18,18,18,0,2017-04-07,2026-07-09,next_close_to_next_close_after_exit_signal,False,20,RSI recovers through 40 after an oversold reading while price is above MA5.,-0.6115,-0.0974,-0.7938,-0.632,-0.1764,0.0658,5.3309,-5.9424,0.2222,-0.0483,-0.0388,-0.1738,0.1446,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-09,adjusted
DDOG,pullback_reclaim_5dma,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,pullback_reclaim_5dma,close_below_ma20,54,10,10,10,10,10,0,2019-09-19,2026-07-13,next_close_to_next_close_after_exit_signal,False,20,Five-day pullback reclaims the 5-day average.,-0.0552,-0.0083,0.0038,-0.3695,-0.1011,0.0832,5.9305,-5.9857,0.3,-0.0014,-0.0151,-0.1211,0.2527,False,False,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
RKLB,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,22,16,16,16,16,16,0,2021-08-24,2026-07-10,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,-0.0009,-0.0002,0.1034,-0.3314,-0.1257,0.1165,6.0043,-6.0052,0.3125,0.0042,-0.0313,-0.1277,0.2485,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-10,adjusted
APP,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,9,4,4,4,4,4,0,2021-04-15,2026-07-13,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,-0.2131,-0.0449,-0.6464,-0.2155,-0.0978,0.0435,5.7922,-6.0053,0.0,-0.0559,-0.0249,-0.1655,-0.0082,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
QCOM,relative_strength_rebound,vectorbt,v6-rc2-shared-rules-next-close,v6-rc2-shared-rules-next-close,58872b8925760906ed358f88a8ce7ab4a660bd2161a935df41649fec13705436,0bc190976cd62389f1d4cca6ba7c5d2359f01ee617c8bf764860c40cf2a84807,configured_not_observed,Signal on trading bar t; entry/exit can execute only at trading bar t+1 close.,relative_strength_rebound,close_below_ma20,15,5,5,5,5,5,0,2005-01-03,2026-07-13,next_close_to_next_close_after_exit_signal,False,20,A short pullback rebounds while 20-day relative strength stays positive.,-0.0207,-0.001,0.0052,-0.1365,-0.1098,0.116,5.9945,-6.0152,0.4,-0.004,-0.0049,-0.0306,0.0221,False,True,False,,Tiingo daily local CSV cache,America/New_York,2026-07-15T00:56:51.739909+00:00,end_of_day_daily,adjusted_ohlc_when_available_else_unadjusted,2026-07-13,adjusted
